Dataset,Session,Movie,Location,Trial,Coordinate_y,Coordinate_x,GT_u,GT_v,Resp_u,Resp_v
1,1,1,8,10,180,728,4.296875,-1.921875,8.073322964,-0.558063797
1,1,1,8,11,180,728,4.296875,-1.921875,9.971891485,-1.188140257
1,1,1,8,12,180,728,4.296875,-1.921875,17.97363192,-0.06197805
1,1,1,8,13,180,728,4.296875,-1.921875,11.78001355,-0.328526275
1,1,1,8,14,180,728,4.296875,-1.921875,11.71494844,-1.646679503
1,1,1,8,15,180,728,4.296875,-1.921875,13.40494378,-2.474758853
1,1,1,8,16,180,728,4.296875,-1.921875,11.04647804,1.403445981
1,1,1,9,1,209,774,12.734375,-4.71875,14.38031141,-9.829579965
1,1,1,9,2,209,774,12.734375,-4.71875,15.84428654,-6.277924841
1,1,1,9,3,209,774,12.734375,-4.71875,13.58890681,-8.847245706
1,1,1,9,4,209,774,12.734375,-4.71875,9.987918628,-13.08358931
1,1,1,9,5,209,774,12.734375,-4.71875,8.877676434,-15.60818948
1,1,1,9,6,209,774,12.734375,-4.71875,6.268720733,-14.26415207
1,1,1,9,7,209,774,12.734375,-4.71875,4.391519231,-18.0305552
1,1,1,9,8,209,774,12.734375,-4.71875,6.722709023,-17.33528997
1,1,1,9,9,209,774,12.734375,-4.71875,11.97780057,-7.302255599
1,1,1,9,10,209,774,12.734375,-4.71875,10.97107061,-6.881853397
1,1,1,9,11,209,774,12.734375,-4.71875,16.09257773,-11.34394825
1,1,1,9,12,209,774,12.734375,-4.71875,15.1249949,-6.482140669
1,1,1,9,13,209,774,12.734375,-4.71875,13.82456091,-6.003494587
1,1,1,9,14,209,774,12.734375,-4.71875,12.13549232,-5.888530034
1,1,1,9,15,209,774,12.734375,-4.71875,13.63431658,-5.173495622
1,1,1,9,16,209,774,12.734375,-4.71875,15.31280586,-5.822359643
1,1,1,10,1,249,791,16.078125,-8.9375,16.63279778,-8.828177275
1,1,1,10,2,249,791,16.078125,-8.9375,12.64071148,-9.198374878
1,1,1,10,3,249,791,16.078125,-8.9375,14.69494651,-7.967139662
1,1,1,10,4,249,791,16.078125,-8.9375,11.91580048,-10.49046551
1,1,1,10,5,249,791,16.078125,-8.9375,5.997537622,-11.52860109
1,1,1,10,6,249,791,16.078125,-8.9375,8.941541292,-15.2292017
1,1,1,10,7,249,791,16.078125,-8.9375,5.559204324,-16.39562685
1,1,1,10,8,249,791,16.078125,-8.9375,12.80297747,-13.95909897
1,1,1,10,9,249,791,16.078125,-8.9375,9.364579536,-11.14062047
1,1,1,10,10,249,791,16.078125,-8.9375,9.12299137,-8.876424037
1,1,1,10,11,249,791,16.078125,-8.9375,13.64880049,-10.07269554
1,1,1,10,12,249,791,16.078125,-8.9375,13.76879683,-11.95381906
1,1,1,10,13,249,791,16.078125,-8.9375,12.40219332,-10.88116963
1,1,1,10,14,249,791,16.078125,-8.9375,13.35306745,-10.10342714
1,1,1,10,15,249,791,16.078125,-8.9375,11.88808482,-11.6526772
1,1,1,10,16,249,791,16.078125,-8.9375,12.19706394,-9.455522063
1,1,2,1,1,226,333,-13.28125,-2.90625,-8.74577799,-14.08715917
1,1,2,1,2,226,333,-13.28125,-2.90625,-13.20252925,-9.654713011
1,1,2,1,3,226,333,-13.28125,-2.90625,-15.05328921,-6.593107278
1,1,2,1,4,226,333,-13.28125,-2.90625,-12.27846788,-6.347343576
1,1,2,1,5,226,333,-13.28125,-2.90625,-15.38117831,-2.745297141
1,1,2,1,6,226,333,-13.28125,-2.90625,-5.253452887,-3.143632767
1,1,2,1,7,226,333,-13.28125,-2.90625,-8.852239662,-4.62346364
1,1,2,1,8,226,333,-13.28125,-2.90625,-8.160910037,-4.662649796
1,1,2,1,9,226,333,-13.28125,-2.90625,-16.52530288,-6.181687362
1,1,2,1,10,226,333,-13.28125,-2.90625,-15.21191457,-6.636858477
1,1,2,1,11,226,333,-13.28125,-2.90625,-13.70808452,-5.789071552
1,1,2,1,12,226,333,-13.28125,-2.90625,-9.033306731,-5.081013163
1,1,2,1,13,226,333,-13.28125,-2.90625,-13.07997008,-6.594034509
1,1,2,1,14,226,333,-13.28125,-2.90625,-12.31991713,-5.824898051
1,1,2,1,15,226,333,-13.28125,-2.90625,-14.22518714,-6.941891322
1,1,2,1,16,226,333,-13.28125,-2.90625,-10.72506632,-5.362533165
1,1,2,2,1,173,417,-5.78125,-0.234375,-15.11818183,-6.941422001
1,1,2,2,2,173,417,-5.78125,-0.234375,-14.54477369,-8.126229836
1,1,2,2,3,173,417,-5.78125,-0.234375,-11.77472105,-9.200712249
1,1,2,2,4,173,417,-5.78125,-0.234375,-14.76922857,-5.319185773
1,1,2,2,5,173,417,-5.78125,-0.234375,-7.34124067,-1.835310717
1,1,2,2,6,173,417,-5.78125,-0.234375,-5.210036966,-3.459123123
1,1,2,2,7,173,417,-5.78125,-0.234375,-6.404558554,-1.883694465
1,1,2,2,8,173,417,-5.78125,-0.234375,-3.951765317,-3.448109543
1,1,2,2,9,173,417,-5.78125,-0.234375,-7.863864863,-2.48332575
1,1,2,2,10,173,417,-5.78125,-0.234375,-11.29653539,-1.936548934
1,1,2,2,11,173,417,-5.78125,-0.234375,-8.263206304,-0.603704575
1,1,2,2,12,173,417,-5.78125,-0.234375,-11.32781221,-0.917231748
1,1,2,2,13,173,417,-5.78125,-0.234375,-12.39902367,-1.806156998
1,1,2,2,14,173,417,-5.78125,-0.234375,-14.33390937,-3.47488713
1,1,2,2,15,173,417,-5.78125,-0.234375,-14.21388886,-0.742516589
1,1,2,2,16,173,417,-5.78125,-0.234375,-10.30768738,-0.0431284
1,1,2,3,1,254,502,-3.5625,-3.140625,-11.86052447,-15.68224901
1,1,2,3,2,254,502,-3.5625,-3.140625,-9.308658026,-7.733346676
1,1,2,3,3,254,502,-3.5625,-3.140625,-10.31149561,-13.47050873
1,1,2,3,4,254,502,-3.5625,-3.140625,-8.312336696,-16.18718198
1,1,2,3,5,254,502,-3.5625,-3.140625,-1.638498719,-4.267301713
1,1,2,3,6,254,502,-3.5625,-3.140625,-1.949749965,-2.035141147
1,1,2,3,7,254,502,-3.5625,-3.140625,-3.021690916,-3.41738909
1,1,2,3,8,254,502,-3.5625,-3.140625,-2.511653982,-3.20745134
1,1,2,3,9,254,502,-3.5625,-3.140625,-8.699441642,-8.747771884
1,1,2,3,10,254,502,-3.5625,-3.140625,-10.29320618,-12.18029398
1,1,2,3,11,254,502,-3.5625,-3.140625,-5.915479567,-5.148658146
1,1,2,3,12,254,502,-3.5625,-3.140625,-7.38026366,-6.663323754
1,1,2,3,13,254,502,-3.5625,-3.140625,-6.66780854,-12.13749523
1,1,2,3,14,254,502,-3.5625,-3.140625,-6.477669894,-9.531428569
1,1,2,3,15,254,502,-3.5625,-3.140625,-8.609636299,-7.81848054
1,1,2,3,16,254,502,-3.5625,-3.140625,-5.362017732,-6.587621788
1,1,2,4,1,296,529,-4.25,-7.390625,-5.445041586,-13.77595522
1,1,2,4,2,296,529,-4.25,-7.390625,-5.066588747,-18.57749207
1,1,2,4,3,296,529,-4.25,-7.390625,-5.832884753,-15.89163498
1,1,2,4,4,296,529,-4.25,-7.390625,-8.106222372,-13.49147502
1,1,2,4,5,296,529,-4.25,-7.390625,-1.29131323,-3.873942804
1,1,2,4,6,296,529,-4.25,-7.390625,-1.679223951,-4.380585666
1,1,2,4,7,296,529,-4.25,-7.390625,-4.066158596,-8.051943589
1,1,2,4,8,296,529,-4.25,-7.390625,-5.569160843,-7.579636514
1,1,2,4,9,296,529,-4.25,-7.390625,-5.788707898,-9.172875601
1,1,2,4,10,296,529,-4.25,-7.390625,-7.093828379,-12.48087099
1,1,2,4,11,296,529,-4.25,-7.390625,-6.846363927,-12.88410221
1,1,2,4,12,296,529,-4.25,-7.390625,-4.249695991,-12.80028913
1,1,2,4,13,296,529,-4.25,-7.390625,-5.667802487,-9.781530114
1,1,2,4,14,296,529,-4.25,-7.390625,-5.713197215,-10.43484781
1,1,2,4,15,296,529,-4.25,-7.390625,-5.440108691,-9.576389679
1,1,2,4,16,296,529,-4.25,-7.390625,-5.383265697,-11.97399288
1,1,2,5,1,298,654,3.1875,-7.609375,5.177529022,-14.15558464
1,1,2,5,2,298,654,3.1875,-7.609375,7.633361581,-15.38693361
1,1,2,5,3,298,654,3.1875,-7.609375,6.280090846,-11.31413192
1,1,2,5,4,298,654,3.1875,-7.609375,6.519046576,-16.26715357
1,1,2,5,5,298,654,3.1875,-7.609375,1.218874369,-2.354643701
1,1,2,5,6,298,654,3.1875,-7.609375,2.118344461,-4.021264116
1,1,2,5,7,298,654,3.1875,-7.609375,2.975524104,-8.416389964
1,1,2,5,8,298,654,3.1875,-7.609375,4.259730645,-8.5483855
1,1,2,5,9,298,654,3.1875,-7.609375,5.120665564,-11.61997187
1,1,2,5,10,298,654,3.1875,-7.609375,5.448717238,-14.03457469
1,1,2,5,11,298,654,3.1875,-7.609375,3.666419562,-10.28385977
1,1,2,5,12,298,654,3.1875,-7.609375,3.022496895,-12.01672065
1,1,2,5,13,298,654,3.1875,-7.609375,5.076863951,-14.2372924
1,1,2,5,14,298,654,3.1875,-7.609375,5.173495622,-13.63431658
1,1,2,5,15,298,654,3.1875,-7.609375,6.822430479,-13.20822541
1,1,2,5,16,298,654,3.1875,-7.609375,3.651730689,-12.78105741
1,1,2,6,1,152,660,-2.296875,-0.046875,-2.037445141,2.37328775
1,1,2,6,2,152,660,-2.296875,-0.046875,-1.276822827,1.944699382
1,1,2,6,3,152,660,-2.296875,-0.046875,-0.534687755,0.905998697
1,1,2,6,4,152,660,-2.296875,-0.046875,-2.636509224,2.860363783
1,1,2,6,5,152,660,-2.296875,-0.046875,-2.322894688,5.066314431
1,1,2,6,6,152,660,-2.296875,-0.046875,-1.697059983,3.28098214
1,1,2,6,7,152,660,-2.296875,-0.046875,-1.267890678,3.123342536
1,1,2,6,8,152,660,-2.296875,-0.046875,-1.630177679,1.942627988
1,1,2,6,9,152,660,-2.296875,-0.046875,-3.815543317,1.960039374
1,1,2,6,10,152,660,-2.296875,-0.046875,-3.352173596,1.164939762
1,1,2,6,11,152,660,-2.296875,-0.046875,-3.395296425,0.801667212
1,1,2,6,12,152,660,-2.296875,-0.046875,-0.183953386,1.348593738
1,1,2,6,13,152,660,-2.296875,-0.046875,-1.946040536,0.293741968
1,1,2,6,14,152,660,-2.296875,-0.046875,-2.151807739,0.821599319
1,1,2,6,15,152,660,-2.296875,-0.046875,-2.484245301,1.136858021
1,1,2,6,16,152,660,-2.296875,-0.046875,-3.509968434,1.423623559
1,1,2,7,1,265,728,5.703125,-4.015625,11.05123505,-14.42279827
1,1,2,7,2,265,728,5.703125,-4.015625,9.681513936,-14.98476362
1,1,2,7,3,265,728,5.703125,-4.015625,8.031560573,-12.90588699
1,1,2,7,4,265,728,5.703125,-4.015625,9.088658121,-13.83821494
1,1,2,7,5,265,728,5.703125,-4.015625,2.967880335,-3.605154575
1,1,2,7,6,265,728,5.703125,-4.015625,2.09404167,-3.012198191
1,1,2,7,7,265,728,5.703125,-4.015625,6.126474554,-6.739121042
1,1,2,7,8,265,728,5.703125,-4.015625,5.320142402,-9.149473478
1,1,2,7,9,265,728,5.703125,-4.015625,12.33001768,-10.04668109
1,1,2,7,10,265,728,5.703125,-4.015625,9.013088761,-9.413670495
1,1,2,7,11,265,728,5.703125,-4.015625,11.95768723,-9.880530287
1,1,2,7,12,265,728,5.703125,-4.015625,8.51082229,-8.946034792
1,1,2,7,13,265,728,5.703125,-4.015625,11.42274132,-10.74416261
1,1,2,7,14,265,728,5.703125,-4.015625,7.252539597,-8.333663501
1,1,2,7,15,265,728,5.703125,-4.015625,9.046802193,-11.41620277
1,1,2,7,16,265,728,5.703125,-4.015625,11.29895352,-8.996323186
1,1,2,8,1,213,809,9.875,-1.78125,9.677066787,-5.633597558
1,1,2,8,2,213,809,9.875,-1.78125,14.68160569,-9.564365537
1,1,2,8,3,213,809,9.875,-1.78125,14.26904238,-6.123329209
1,1,2,8,4,213,809,9.875,-1.78125,15.01416668,-4.048764054
1,1,2,8,5,213,809,9.875,-1.78125,6.805037313,-3.153553924
1,1,2,8,6,213,809,9.875,-1.78125,4.875108063,-3.154481915
1,1,2,8,7,213,809,9.875,-1.78125,5.912557671,-2.37365461
1,1,2,8,8,213,809,9.875,-1.78125,15.16179008,-3.024888922
1,1,2,8,9,213,809,9.875,-1.78125,9.840791473,-5.100960725
1,1,2,8,10,213,809,9.875,-1.78125,12.30157061,-4.468733817
1,1,2,8,11,213,809,9.875,-1.78125,11.0117496,-4.271484453
1,1,2,8,12,213,809,9.875,-1.78125,7.85978944,-5.83569869
1,1,2,8,13,213,809,9.875,-1.78125,8.158302434,-4.079151221
1,1,2,8,14,213,809,9.875,-1.78125,8.948682203,-5.03363373
1,1,2,8,15,213,809,9.875,-1.78125,6.878170743,-2.715995621
1,1,2,8,16,213,809,9.875,-1.78125,8.036391706,-3.82122546
1,1,2,9,1,154,828,8.984375,0.90625,16.24916522,-3.226368559
1,1,2,9,2,154,828,8.984375,0.90625,10.26705247,-6.748297392
1,1,2,9,3,154,828,8.984375,0.90625,14.11940772,-6.083064974
1,1,2,9,4,154,828,8.984375,0.90625,15.97622519,-7.957270473
1,1,2,9,5,154,828,8.984375,0.90625,5.976351358,0.229058079
1,1,2,9,6,154,828,8.984375,0.90625,5.335384929,1.393570228
1,1,2,9,7,154,828,8.984375,0.90625,9.467390183,0.272834988
1,1,2,9,8,154,828,8.984375,0.90625,6.398044998,-2.500643807
1,1,2,9,9,154,828,8.984375,0.90625,9.878183111,-1.266433726
1,1,2,9,10,154,828,8.984375,0.90625,10.78156377,-0.266211449
1,1,2,9,11,154,828,8.984375,0.90625,11.26386099,0
1,1,2,9,12,154,828,8.984375,0.90625,9.495094091,-0.074933459
1,1,2,9,13,154,828,8.984375,0.90625,14.97177109,0.274208262
1,1,2,9,14,154,828,8.984375,0.90625,7.174971675,-0.173308499
1,1,2,9,15,154,828,8.984375,0.90625,11.57395074,-0.883152869
1,1,2,9,16,154,828,8.984375,0.90625,13.21495424,1.06327218
1,1,2,10,1,192,893,14.171875,-0.71875,16.37635189,-5.619928886
1,1,2,10,2,192,893,14.171875,-0.71875,14.69489984,-3.646102965
1,1,2,10,3,192,893,14.171875,-0.71875,14.200493,-6.230255832
1,1,2,10,4,192,893,14.171875,-0.71875,15.41663672,-6.759602244
1,1,2,10,5,192,893,14.171875,-0.71875,3.435164018,-0.854833323
1,1,2,10,6,192,893,14.171875,-0.71875,6.429005779,-4.846480904
1,1,2,10,7,192,893,14.171875,-0.71875,9.555066511,-2.726004888
1,1,2,10,8,192,893,14.171875,-0.71875,8.025449815,-3.086711463
1,1,2,10,9,192,893,14.171875,-0.71875,11.74155553,-5.946367174
1,1,2,10,10,192,893,14.171875,-0.71875,14.66482401,-7.274218276
1,1,2,10,11,192,893,14.171875,-0.71875,14.5611272,-4.909498836
1,1,2,10,12,192,893,14.171875,-0.71875,11.11274886,-3.824548366
1,1,2,10,13,192,893,14.171875,-0.71875,12.71965609,-3.800694058
1,1,2,10,14,192,893,14.171875,-0.71875,9.666430068,-3.165114268
1,1,2,10,15,192,893,14.171875,-0.71875,14.43429422,-6.421556087
1,1,2,10,16,192,893,14.171875,-0.71875,12.05075911,-1.968450683
1,2,1,1,1,200,288,18.078125,1,-19.36717516,-6.342067931
1,2,1,1,2,200,288,18.078125,1,-28.48044598,5.715463658
1,2,1,1,3,200,288,18.078125,1,-13.8017054,-16.3176413
1,2,1,1,4,200,288,18.078125,1,-72.9855623,-39.60456871
1,2,1,1,5,200,288,18.078125,1,18.98937697,0.708078463
1,2,1,1,6,200,288,18.078125,1,17.78205398,0.061529598
1,2,1,1,7,200,288,18.078125,1,15.13467382,0.276180179
1,2,1,1,8,200,288,18.078125,1,18.37365413,0.440464311
1,2,1,1,9,200,288,18.078125,1,-11.70679643,-6.934819488
1,2,1,1,10,200,288,18.078125,1,17.48603404,-0.567992358
1,2,1,1,11,200,288,18.078125,1,12.62911334,-0.359897453
1,2,1,1,12,200,288,18.078125,1,12.35228142,-0.290262448
1,2,1,1,13,200,288,18.078125,1,-6.350507815,-4.241660916
1,2,1,1,14,200,288,18.078125,1,-6.226365375,-4.406352125
1,2,1,1,15,200,288,18.078125,1,-7.016756387,-4.677838365
1,2,1,1,16,200,288,18.078125,1,6.461096438,-0.152282399
1,2,1,2,1,234,365,-18.734375,-5.078125,-22.58787598,-15.02822393
1,2,1,2,2,234,365,-18.734375,-5.078125,-6.727734196,-9.418827871
1,2,1,2,3,234,365,-18.734375,-5.078125,-5.431255772,-8.750356514
1,2,1,2,4,234,365,-18.734375,-5.078125,-38.44561718,-14.09216571
1,2,1,2,5,234,365,-18.734375,-5.078125,-4.287419679,-14.40133275
1,2,1,2,6,234,365,-18.734375,-5.078125,-5.670791056,-17.84069095
1,2,1,2,7,234,365,-18.734375,-5.078125,-8.902988906,-16.40693669
1,2,1,2,8,234,365,-18.734375,-5.078125,-5.148396842,-15.10196409
1,2,1,2,9,234,365,-18.734375,-5.078125,-7.082055807,-8.55874219
1,2,1,2,10,234,365,-18.734375,-5.078125,-8.735968325,-5.960326815
1,2,1,2,11,234,365,-18.734375,-5.078125,-9.233887498,-8.13997932
1,2,1,2,12,234,365,-18.734375,-5.078125,-11.21501513,-10.00555271
1,2,1,2,13,234,365,-18.734375,-5.078125,-7.761952803,-5.84918799
1,2,1,2,14,234,365,-18.734375,-5.078125,-6.146703394,-4.058703477
1,2,1,2,15,234,365,-18.734375,-5.078125,-7.245543768,-3.822649355
1,2,1,2,16,234,365,-18.734375,-5.078125,-7.040985653,-4.169663235
1,2,1,3,1,209,393,-10.5,-1.796875,-6.172563539,-0.318173377
1,2,1,3,2,209,393,-10.5,-1.796875,-10.20334939,4.135278168
1,2,1,3,3,209,393,-10.5,-1.796875,-3.208366511,-9.208428552
1,2,1,3,4,209,393,-10.5,-1.796875,-2.773620178,-3.81716044
1,2,1,3,5,209,393,-10.5,-1.796875,-8.482817143,-13.37893979
1,2,1,3,6,209,393,-10.5,-1.796875,-4.019318887,-8.612826178
1,2,1,3,7,209,393,-10.5,-1.796875,10.09819976,0.468692816
1,2,1,3,8,209,393,-10.5,-1.796875,19.69819774,2.453984231
